,date,conf,hourly,ww,t,nbas,vacances_zone_c,bank_days,strike_rate
1777,11/14/2020 1:00,1,1,1,11,1,0,0,0
1778,11/14/2020 2:00,1,1,1,11,1,0,0,0
1779,11/14/2020 3:00,1,1,1,9.9,3,0,0,0
1780,11/14/2020 4:00,1,1,2,9.9,3,0,0,0
1781,11/14/2020 5:00,1,1,2,9.9,3,0,0,0
1782,11/14/2020 6:00,1,1,2,11.6,7,0,0,0
1783,11/14/2020 7:00,1,1,2,11.6,7,0,0,0
1784,11/14/2020 8:00,1,1,2,11.6,7,0,0,0
1785,11/14/2020 9:00,1,1,0,12.6,8,0,0,0
1786,11/14/2020 10:00,1,1,0,12.6,8,0,0,0
1787,11/14/2020 11:00,1,1,0,12.6,8,0,0,0
1788,11/14/2020 12:00,1,1,0,16.5,5,0,0,0
1789,11/14/2020 13:00,1,1,2,16.5,5,0,0,0
1790,11/14/2020 14:00,1,1,2,16.5,5,0,0,0
1791,11/14/2020 15:00,1,1,3,16.8,6,0,0,0
1792,11/14/2020 16:00,1,1,2,16.8,6,0,0,0
1793,11/14/2020 17:00,1,1,2,16.8,6,0,0,0
1794,11/14/2020 18:00,1,1,2,14.5,1,0,0,0
1795,11/14/2020 19:00,1,1,2,14.5,1,0,0,0
1796,11/14/2020 20:00,1,1,2,14.5,1,0,0,0
1797,11/14/2020 21:00,1,1,3,14.2,7,0,0,0
1798,11/14/2020 22:00,1,1,2,14.2,7,0,0,0
1799,11/14/2020 23:00,1,1,2,14.2,7,0,0,0
1800,11/15/2020 0:00,1,1,1,13.8,2,0,0,0
1801,11/15/2020 1:00,1,1,2,13.8,2,0,0,0
1802,11/15/2020 2:00,1,1,2,13.8,2,0,0,0
1803,11/15/2020 3:00,1,1,1,13.3,3,0,0,0
1804,11/15/2020 4:00,1,1,2,13.3,3,0,0,0
1805,11/15/2020 5:00,1,1,2,13.3,3,0,0,0
1806,11/15/2020 6:00,1,1,1,13.7,2,0,0,0
1807,11/15/2020 7:00,1,1,2,13.7,2,0,0,0
1808,11/15/2020 8:00,1,1,2,13.7,2,0,0,0
1809,11/15/2020 9:00,1,1,0,14.3,8,0,0,0
1810,11/15/2020 10:00,1,1,6,14.3,8,0,0,0
1811,11/15/2020 11:00,1,1,6,14.3,8,0,0,0
1812,11/15/2020 12:00,1,1,61,14.2,8,0,0,0
1813,11/15/2020 13:00,1,1,2,14.2,8,0,0,0
1814,11/15/2020 14:00,1,1,6,14.2,8,0,0,0
1815,11/15/2020 15:00,1,1,0,14.1,7,0,0,0
1816,11/15/2020 16:00,1,1,2,14.1,7,0,0,0
1817,11/15/2020 17:00,1,1,2,14.1,7,0,0,0
1818,11/15/2020 18:00,1,1,1,11.8,1,0,0,0
1819,11/15/2020 19:00,1,1,0,11.8,1,0,0,0
1820,11/15/2020 20:00,1,1,0,11.8,1,0,0,0
1821,11/15/2020 21:00,1,1,3,10.6,1,0,0,0
1822,11/15/2020 22:00,1,1,1,10.6,1,0,0,0
1823,11/15/2020 23:00,1,1,1,10.6,1,0,0,0
1824,11/16/2020 0:00,1,1,3,10.1,4,0,0,0
1825,11/16/2020 1:00,1,1,2,10.1,4,0,0,0
1826,11/16/2020 2:00,1,1,2,10.1,4,0,0,0
1827,11/16/2020 3:00,1,1,2,10.6,7,0,0,0
1828,11/16/2020 4:00,1,1,5,10.6,7,0,0,0
1829,11/16/2020 5:00,1,1,6,10.6,7,0,0,0
1830,11/16/2020 6:00,1,1,58,9.8,7,0,0,0
1831,11/16/2020 7:00,1,1,2,9.8,7,0,0,0
1832,11/16/2020 8:00,1,1,5,9.8,7,0,0,0
1833,11/16/2020 9:00,1,1,51,10.8,7,0,0,0
1834,11/16/2020 10:00,1,1,2,10.8,7,0,0,0
1835,11/16/2020 11:00,1,1,5,10.8,7,0,0,0
1836,11/16/2020 12:00,1,1,20,12.3,5,0,0,0
1837,11/16/2020 13:00,1,1,2,12.3,5,0,0,0
1838,11/16/2020 14:00,1,1,2,12.3,5,0,0,0
1839,11/16/2020 15:00,1,1,1,11.9,7,0,0,0
1840,11/16/2020 16:00,1,1,2,11.9,7,0,0,0
1841,11/16/2020 17:00,1,1,2,11.9,7,0,0,0
1842,11/16/2020 18:00,1,1,1,11.4,7,0,0,0
1843,11/16/2020 19:00,1,1,2,11.4,7,0,0,0
1844,11/16/2020 20:00,1,1,2,11.4,7,0,0,0
1845,11/16/2020 21:00,1,1,1,10.7,3,0,0,0
1846,11/16/2020 22:00,1,1,2,10.7,3,0,0,0
1847,11/16/2020 23:00,1,1,2,10.7,3,0,0,0
1848,11/17/2020 0:00,1,1,1,10.4,7,0,0,0
1849,11/17/2020 1:00,1,1,2,10.4,7,0,0,0
1850,11/17/2020 2:00,1,1,2,10.4,7,0,0,0
1851,11/17/2020 3:00,1,1,2,9.8,7,0,0,0
1852,11/17/2020 4:00,1,1,2,9.8,7,0,0,0
1853,11/17/2020 5:00,1,1,2,9.8,7,0,0,0
1854,11/17/2020 6:00,1,1,3,9.8,7,0,0,0
1855,11/17/2020 7:00,1,1,2,9.8,7,0,0,0
1856,11/17/2020 8:00,1,1,2,9.8,7,0,0,0
1857,11/17/2020 9:00,1,1,2,10.5,7,0,0,0
1858,11/17/2020 10:00,1,1,2,10.5,7,0,0,0
1859,11/17/2020 11:00,1,1,2,10.5,7,0,0,0
1860,11/17/2020 12:00,1,1,2,11.8,8,0,0,0
1861,11/17/2020 13:00,1,1,2,11.8,8,0,0,0
1862,11/17/2020 14:00,1,1,2,11.8,8,0,0,0
1863,11/17/2020 15:00,1,1,2,12.9,8,0,0,0
1864,11/17/2020 16:00,1,1,2,12.9,8,0,0,0
1865,11/17/2020 17:00,1,1,2,12.9,8,0,0,0
1866,11/17/2020 18:00,1,1,2,12.5,8,0,0,0
1867,11/17/2020 19:00,1,1,0,12.5,8,0,0,0
1868,11/17/2020 20:00,1,1,0,12.5,8,0,0,0
1869,11/17/2020 21:00,1,1,1,9.6,0,0,0,0
1870,11/17/2020 22:00,1,1,0,9.6,0,0,0,0
1871,11/17/2020 23:00,1,1,0,9.6,0,0,0,0
1872,11/18/2020 0:00,1,1,2,7.5,0,0,0,0
1873,11/18/2020 1:00,1,1,0,7.5,0,0,0,0
1874,11/18/2020 2:00,1,1,0,7.5,0,0,0,0
1875,11/18/2020 3:00,1,1,11,6.4,0,0,0,0
1876,11/18/2020 4:00,1,1,0,6.4,0,0,0,0
1877,11/18/2020 5:00,1,1,0,6.4,0,0,0,0
1878,11/18/2020 6:00,1,1,2,5.7,0,0,0,0
1879,11/18/2020 7:00,1,1,0,5.7,0,0,0,0
1880,11/18/2020 8:00,1,1,0,5.7,0,0,0,0
1881,11/18/2020 9:00,1,1,2,8,0,0,0,0
1882,11/18/2020 10:00,1,1,0,8,0,0,0,0
1883,11/18/2020 11:00,1,1,0,8,0,0,0,0
1884,11/18/2020 12:00,1,1,2,13.6,0,0,0,0
1885,11/18/2020 13:00,1,1,0,13.6,0,0,0,0
1886,11/18/2020 14:00,1,1,0,13.6,0,0,0,0
1887,11/18/2020 15:00,1,1,3,16.3,1,0,0,0
1888,11/18/2020 16:00,1,1,1,16.3,1,0,0,0
1889,11/18/2020 17:00,1,1,1,16.3,1,0,0,0
1890,11/18/2020 18:00,1,1,3,13.5,7,0,0,0
1891,11/18/2020 19:00,1,1,2,13.5,7,0,0,0
1892,11/18/2020 20:00,1,1,2,13.5,7,0,0,0
1893,11/18/2020 21:00,1,1,2,13.8,6,0,0,0
1894,11/18/2020 22:00,1,1,5,13.8,6,0,0,0
1895,11/18/2020 23:00,1,1,6,13.8,6,0,0,0
1896,11/19/2020 0:00,1,1,58,12.9,8,0,0,0
1897,11/19/2020 1:00,1,1,5,12.9,8,0,0,0
1898,11/19/2020 2:00,1,1,6,12.9,8,0,0,0
1899,11/19/2020 3:00,1,1,21,9.4,7,0,0,0
1900,11/19/2020 4:00,1,1,0,9.4,7,0,0,0
1901,11/19/2020 5:00,1,1,0,9.4,7,0,0,0
1902,11/19/2020 6:00,1,1,2,7.9,0,0,0,0
1903,11/19/2020 7:00,1,1,0,7.9,0,0,0,0
1904,11/19/2020 8:00,1,1,0,7.9,0,0,0,0
1905,11/19/2020 9:00,1,1,2,9,1,0,0,0
1906,11/19/2020 10:00,1,1,6,9,1,0,0,0
1907,11/19/2020 11:00,1,1,8,9,1,0,0,0
1908,11/19/2020 12:00,1,1,25,9.8,4,0,0,0
1909,11/19/2020 13:00,1,1,0,9.8,4,0,0,0
1910,11/19/2020 14:00,1,1,0,9.8,4,0,0,0
1911,11/19/2020 15:00,1,1,3,10.8,4,0,0,0
1912,11/19/2020 16:00,1,1,2,10.8,4,0,0,0
1913,11/19/2020 17:00,1,1,2,10.8,4,0,0,0
1914,11/19/2020 18:00,1,1,0,9.6,4,0,0,0
1915,11/19/2020 19:00,1,1,6,9.6,4,0,0,0
1916,11/19/2020 20:00,1,1,8,9.6,4,0,0,0
1917,11/19/2020 21:00,1,1,25,7.8,7,0,0,0
1918,11/19/2020 22:00,1,1,5,7.8,7,0,0,0
1919,11/19/2020 23:00,1,1,6,7.8,7,0,0,0
1920,11/20/2020 0:00,1,1,58,8,7,0,0,0
1921,11/20/2020 1:00,1,1,0,8,7,0,0,0
1922,11/20/2020 2:00,1,1,0,8,7,0,0,0
1923,11/20/2020 3:00,1,1,11,4.8,0,0,0,0
1924,11/20/2020 4:00,1,1,1,4.8,0,0,0,0
1925,11/20/2020 5:00,1,1,1,4.8,0,0,0,0
1926,11/20/2020 6:00,1,1,3,4.4,6,0,0,0
1927,11/20/2020 7:00,1,1,0,4.4,6,0,0,0
1928,11/20/2020 8:00,1,1,0,4.4,6,0,0,0
1929,11/20/2020 9:00,1,1,3,7,1,0,0,0
1930,11/20/2020 10:00,1,1,1,7,1,0,0,0
1931,11/20/2020 11:00,1,1,1,7,1,0,0,0
1932,11/20/2020 12:00,1,1,1,9.3,2,0,0,0
1933,11/20/2020 13:00,1,1,1,9.3,2,0,0,0
1934,11/20/2020 14:00,1,1,1,9.3,2,0,0,0
1935,11/20/2020 15:00,1,1,1,9.5,2,0,0,0
1936,11/20/2020 16:00,1,1,1,9.5,2,0,0,0
1937,11/20/2020 17:00,1,1,1,9.5,2,0,0,0
1938,11/20/2020 18:00,1,1,1,5,0,0,0,0
1939,11/20/2020 19:00,1,1,1,5,0,0,0,0
1940,11/20/2020 20:00,1,1,1,5,0,0,0,0
1941,11/20/2020 21:00,1,1,3,5,7,0,0,0
1942,11/20/2020 22:00,1,1,1,5,7,0,0,0
1943,11/20/2020 23:00,1,1,1,5,7,0,0,0
1944,11/21/2020 0:00,1,1,3,4.8,7,0,0,0
1945,11/21/2020 1:00,1,1,1,4.8,7,0,0,0
1946,11/21/2020 2:00,1,1,1,4.8,7,0,0,0
1947,11/21/2020 3:00,1,1,3,3.9,2,0,0,0
1948,11/21/2020 4:00,1,1,2,3.9,2,0,0,0
1949,11/21/2020 5:00,1,1,2,3.9,2,0,0,0
1950,11/21/2020 6:00,1,1,3,4,5,0,0,0
1951,11/21/2020 7:00,1,1,2,4,5,0,0,0
1952,11/21/2020 8:00,1,1,2,4,5,0,0,0
1953,11/21/2020 9:00,1,1,1,5.2,1,0,0,0
1954,11/21/2020 10:00,1,1,0,5.2,1,0,0,0
1955,11/21/2020 11:00,1,1,0,5.2,1,0,0,0
1956,11/21/2020 12:00,1,1,3,9.8,2,0,0,0
1957,11/21/2020 13:00,1,1,0,9.8,2,0,0,0
1958,11/21/2020 14:00,1,1,0,9.8,2,0,0,0
1959,11/21/2020 15:00,1,1,1,10.3,1,0,0,0
1960,11/21/2020 16:00,1,1,0,10.3,1,0,0,0
1961,11/21/2020 17:00,1,1,0,10.3,1,0,0,0
1962,11/21/2020 18:00,1,1,1,7,1,0,0,0
1963,11/21/2020 19:00,1,1,2,7,1,0,0,0
1964,11/21/2020 20:00,1,1,2,7,1,0,0,0
1965,11/21/2020 21:00,1,1,2,4.9,0,0,0,0
1966,11/21/2020 22:00,1,1,2,4.9,0,0,0,0
1967,11/21/2020 23:00,1,1,2,4.9,0,0,0,0
1968,11/22/2020 0:00,1,1,0,4.6,7,0,0,0
1969,11/22/2020 1:00,1,1,2,4.6,7,0,0,0
1970,11/22/2020 2:00,1,1,2,4.6,7,0,0,0
1971,11/22/2020 3:00,1,1,3,4.1,0,0,0,0
1972,11/22/2020 4:00,1,1,2,4.1,0,0,0,0
1973,11/22/2020 5:00,1,1,2,4.1,0,0,0,0
1974,11/22/2020 6:00,1,1,1,3.9,6,0,0,0
1975,11/22/2020 7:00,1,1,2,3.9,6,0,0,0
1976,11/22/2020 8:00,1,1,2,3.9,6,0,0,0
1977,11/22/2020 9:00,1,1,2,5.1,8,0,0,0
1978,11/22/2020 10:00,1,1,2,5.1,8,0,0,0
1979,11/22/2020 11:00,1,1,2,5.1,8,0,0,0
1980,11/22/2020 12:00,1,1,1,8.2,7,0,0,0
1981,11/22/2020 13:00,1,1,2,8.2,7,0,0,0
1982,11/22/2020 14:00,1,1,2,8.2,7,0,0,0
1983,11/22/2020 15:00,1,1,2,9.4,3,0,0,0
1984,11/22/2020 16:00,1,1,2,9.4,3,0,0,0
1985,11/22/2020 17:00,1,1,2,9.4,3,0,0,0
1986,11/22/2020 18:00,1,1,1,7.8,5,0,0,0
1987,11/22/2020 19:00,1,1,2,7.8,5,0,0,0
1988,11/22/2020 20:00,1,1,2,7.8,5,0,0,0
1989,11/22/2020 21:00,1,1,2,8.1,7,0,0,0
1990,11/22/2020 22:00,1,1,2,8.1,7,0,0,0
1991,11/22/2020 23:00,1,1,2,8.1,7,0,0,0
1992,11/23/2020 0:00,1,1,3,7.8,7,0,0,0
1993,11/23/2020 1:00,1,1,5,7.8,7,0,0,0
1994,11/23/2020 2:00,1,1,5,7.8,7,0,0,0
1995,11/23/2020 3:00,1,1,50,7.5,7,0,0,0
1996,11/23/2020 4:00,1,1,2,7.5,7,0,0,0
1997,11/23/2020 5:00,1,1,2,7.5,7,0,0,0
1998,11/23/2020 6:00,1,1,3,7.5,7,0,0,0
1999,11/23/2020 7:00,1,1,2,7.5,7,0,0,0
2000,11/23/2020 8:00,1,1,5,7.5,7,0,0,0
2001,11/23/2020 9:00,1,1,51,8,8,0,0,0
2002,11/23/2020 10:00,1,1,2,8,8,0,0,0
2003,11/23/2020 11:00,1,1,2,8,8,0,0,0
2004,11/23/2020 12:00,1,1,1,11,7,0,0,0
2005,11/23/2020 13:00,1,1,1,11,7,0,0,0
2006,11/23/2020 14:00,1,1,1,11,7,0,0,0
2007,11/23/2020 15:00,1,1,1,12.5,4,0,0,0
2008,11/23/2020 16:00,1,1,1,12.5,4,0,0,0
2009,11/23/2020 17:00,1,1,1,12.5,4,0,0,0
2010,11/23/2020 18:00,1,1,3,8.2,6,0,0,0
2011,11/23/2020 19:00,1,1,2,8.2,6,0,0,0
2012,11/23/2020 20:00,1,1,2,8.2,6,0,0,0
2013,11/23/2020 21:00,1,1,2,8.3,7,0,0,0
2014,11/23/2020 22:00,1,1,0,8.3,7,0,0,0
2015,11/23/2020 23:00,1,1,0,8.3,7,0,0,0
2016,11/24/2020 0:00,1,1,10,6.8,0,0,0,0
2017,11/24/2020 1:00,1,1,1,6.8,0,0,0,0
2018,11/24/2020 2:00,1,1,4,6.8,0,0,0,0
2019,11/24/2020 3:00,1,1,28,6,6,0,0,0
2020,11/24/2020 4:00,1,1,4,6,6,0,0,0
2021,11/24/2020 5:00,1,1,4,6,6,0,0,0
2022,11/24/2020 6:00,1,1,41,4.7,1,0,0,0
2023,11/24/2020 7:00,1,1,4,4.7,1,0,0,0
2024,11/24/2020 8:00,1,1,4,4.7,1,0,0,0
2025,11/24/2020 9:00,1,1,43,4.4,9,0,0,0
2026,11/24/2020 10:00,1,1,2,4.4,9,0,0,0
2027,11/24/2020 11:00,1,1,2,4.4,9,0,0,0
2028,11/24/2020 12:00,1,1,0,8.9,0,0,0,0
2029,11/24/2020 13:00,1,1,2,8.9,0,0,0,0
2030,11/24/2020 14:00,1,1,2,8.9,0,0,0,0
2031,11/24/2020 15:00,1,1,2,9.1,0,0,0,0
2032,11/24/2020 16:00,1,1,2,9.1,0,0,0,0
2033,11/24/2020 17:00,1,1,2,9.1,0,0,0,0
2034,11/24/2020 18:00,1,1,2,6.8,0,0,0,0
2035,11/24/2020 19:00,1,1,2,6.8,0,0,0,0
2036,11/24/2020 20:00,1,1,2,6.8,0,0,0,0
2037,11/24/2020 21:00,1,1,1,4.8,0,0,0,0
2038,11/24/2020 22:00,1,1,2,4.8,0,0,0,0
2039,11/24/2020 23:00,1,1,2,4.8,0,0,0,0
2040,11/25/2020 0:00,1,1,2,4,0,0,0,0
2041,11/25/2020 1:00,1,1,2,4,0,0,0,0
2042,11/25/2020 2:00,1,1,2,4,0,0,0,0
2043,11/25/2020 3:00,1,1,2,3.7,3,0,0,0
2044,11/25/2020 4:00,1,1,2,3.7,3,0,0,0
2045,11/25/2020 5:00,1,1,2,3.7,3,0,0,0
2046,11/25/2020 6:00,1,1,2,5.7,7,0,0,0
2047,11/25/2020 7:00,1,1,2,5.7,7,0,0,0
2048,11/25/2020 8:00,1,1,2,5.7,7,0,0,0
2049,11/25/2020 9:00,1,1,2,7.6,1,0,0,0
2050,11/25/2020 10:00,1,1,2,7.6,1,0,0,0
2051,11/25/2020 11:00,1,1,2,7.6,1,0,0,0
2052,11/25/2020 12:00,1,1,1,10.9,7,0,0,0
2053,11/25/2020 13:00,1,1,0,10.9,7,0,0,0
2054,11/25/2020 14:00,1,1,0,10.9,7,0,0,0
2055,11/25/2020 15:00,1,1,0,12.4,,0,0,0
2056,11/25/2020 16:00,1,1,0,12.4,,0,0,0
2057,11/25/2020 17:00,1,1,0,12.4,,0,0,0
2058,11/25/2020 18:00,1,1,2,7.7,0,0,0,0
2059,11/25/2020 19:00,1,1,0,7.7,0,0,0,0
2060,11/25/2020 20:00,1,1,0,7.7,0,0,0,0
2061,11/25/2020 21:00,1,1,2,5,0,0,0,0
2062,11/25/2020 22:00,1,1,0,5,0,0,0,0
2063,11/25/2020 23:00,1,1,0,5,0,0,0,0
2064,11/26/2020 0:00,1,1,44,4.2,0,0,0,0
2065,11/26/2020 1:00,1,1,0,4.2,0,0,0,0
2066,11/26/2020 2:00,1,1,4,4.2,0,0,0,0
2067,11/26/2020 3:00,1,1,28,2.9,0,0,0,0
2068,11/26/2020 4:00,1,1,0,2.9,0,0,0,0
2069,11/26/2020 5:00,1,1,4,2.9,0,0,0,0
2070,11/26/2020 6:00,1,1,44,2.1,2,0,0,0
2071,11/26/2020 7:00,1,1,0,2.1,2,0,0,0
2072,11/26/2020 8:00,1,1,4,2.1,2,0,0,0
2073,11/26/2020 9:00,1,1,2,5,0,0,0,0
2074,11/26/2020 10:00,1,1,0,5,0,0,0,0
2075,11/26/2020 11:00,1,1,0,5,0,0,0,0
2076,11/26/2020 12:00,1,1,2,11,0,0,0,0
2077,11/26/2020 13:00,1,1,0,11,0,0,0,0
2078,11/26/2020 14:00,1,1,0,11,0,0,0,0
2079,11/26/2020 15:00,1,1,2,11.2,0,0,0,0
2080,11/26/2020 16:00,1,1,0,11.2,0,0,0,0
2081,11/26/2020 17:00,1,1,0,11.2,0,0,0,0
2082,11/26/2020 18:00,1,1,1,5.5,0,0,0,0
2083,11/26/2020 19:00,1,1,1,5.5,0,0,0,0
2084,11/26/2020 20:00,1,1,1,5.5,0,0,0,0
2085,11/26/2020 21:00,1,1,1,5.4,7,0,0,0
2086,11/26/2020 22:00,1,1,2,5.4,7,0,0,0
2087,11/26/2020 23:00,1,1,2,5.4,7,0,0,0
2088,11/27/2020 0:00,1,1,2,6.7,7,0,0,0
2089,11/27/2020 1:00,1,1,2,6.7,7,0,0,0
2090,11/27/2020 2:00,1,1,2,6.7,7,0,0,0
2091,11/27/2020 3:00,1,1,3,6.4,7,0,0,0
2092,11/27/2020 4:00,1,1,2,6.4,7,0,0,0
2093,11/27/2020 5:00,1,1,2,6.4,7,0,0,0
2094,11/27/2020 6:00,1,1,1,6.4,7,0,0,0
2095,11/27/2020 7:00,1,1,2,6.4,7,0,0,0
2096,11/27/2020 8:00,1,1,2,6.4,7,0,0,0
2097,11/27/2020 9:00,1,1,2,7,4,0,0,0
2098,11/27/2020 10:00,1,1,2,7,4,0,0,0
2099,11/27/2020 11:00,1,1,2,7,4,0,0,0
2100,11/27/2020 12:00,1,1,0,10,3,0,0,0
2101,11/27/2020 13:00,1,1,0,10,3,0,0,0
2102,11/27/2020 14:00,1,1,0,10,3,0,0,0
2103,11/27/2020 15:00,1,1,1,11.5,2,0,0,0
2104,11/27/2020 16:00,1,1,0,11.5,2,0,0,0
2105,11/27/2020 17:00,1,1,0,11.5,2,0,0,0
2106,11/27/2020 18:00,1,1,2,8.2,2,0,0,0
2107,11/27/2020 19:00,1,1,0,8.2,2,0,0,0
2108,11/27/2020 20:00,1,1,0,8.2,2,0,0,0
2109,11/27/2020 21:00,1,1,11,6,0,0,0,0
2110,11/27/2020 22:00,1,1,0,6,0,0,0,0
2111,11/27/2020 23:00,1,1,0,6,0,0,0,0
2112,11/28/2020 0:00,1,1,11,4.1,0,0,0,0
2113,11/28/2020 1:00,1,1,4,4.1,0,0,0,0
2114,11/28/2020 2:00,1,1,4,4.1,0,0,0,0
2115,11/28/2020 3:00,1,1,41,3.1,0,0,0,0
2116,11/28/2020 4:00,1,1,4,3.1,0,0,0,0
2117,11/28/2020 5:00,1,1,4,3.1,0,0,0,0
2118,11/28/2020 6:00,1,0,44,3.1,1,0,0,0
2119,11/28/2020 7:00,1,0,0,3.1,1,0,0,0
2120,11/28/2020 8:00,1,0,0,3.1,1,0,0,0
2121,11/28/2020 9:00,1,0,1,5.4,0,0,0,0
2122,11/28/2020 10:00,1,0,0,5.4,0,0,0,0
2123,11/28/2020 11:00,1,0,0,5.4,0,0,0,0
2124,11/28/2020 12:00,1,0,2,9.6,0,0,0,0
2125,11/28/2020 13:00,1,0,0,9.6,0,0,0,0
2126,11/28/2020 14:00,1,0,0,9.6,0,0,0,0
2127,11/28/2020 15:00,1,0,2,10.8,0,0,0,0
2128,11/28/2020 16:00,1,0,0,10.8,0,0,0,0
2129,11/28/2020 17:00,1,0,0,10.8,0,0,0,0
2130,11/28/2020 18:00,1,0,2,7.5,0,0,0,0
2131,11/28/2020 19:00,1,0,0,7.5,0,0,0,0
2132,11/28/2020 20:00,1,0,0,7.5,0,0,0,0
2133,11/28/2020 21:00,1,1,2,5.7,0,0,0,0
2134,11/28/2020 22:00,1,1,0,5.7,0,0,0,0
2135,11/28/2020 23:00,1,1,0,5.7,0,0,0,0
2136,11/29/2020 0:00,1,1,2,4.5,0,0,0,0
2137,11/29/2020 1:00,1,1,0,4.5,0,0,0,0
2138,11/29/2020 2:00,1,1,0,4.5,0,0,0,0
2139,11/29/2020 3:00,1,1,2,4.4,0,0,0,0
2140,11/29/2020 4:00,1,1,0,4.4,0,0,0,0
2141,11/29/2020 5:00,1,1,0,4.4,0,0,0,0
2142,11/29/2020 6:00,1,1,0,4,0,0,0,0
2143,11/29/2020 7:00,1,0,0,4,0,0,0,0
2144,11/29/2020 8:00,1,0,0,4,0,0,0,0
2145,11/29/2020 9:00,1,0,3,4.6,1,0,0,0
2146,11/29/2020 10:00,1,0,2,4.6,1,0,0,0
2147,11/29/2020 11:00,1,0,2,4.6,1,0,0,0
2148,11/29/2020 12:00,1,0,3,4.2,8,0,0,0
2149,11/29/2020 13:00,1,0,2,4.2,8,0,0,0
2150,11/29/2020 14:00,1,0,2,4.2,8,0,0,0
2151,11/29/2020 15:00,1,0,1,3,7,0,0,0
2152,11/29/2020 16:00,1,0,2,3,7,0,0,0
2153,11/29/2020 17:00,1,0,2,3,7,0,0,0
2154,11/29/2020 18:00,1,0,2,2.4,7,0,0,0
2155,11/29/2020 19:00,1,0,2,2.4,7,0,0,0
2156,11/29/2020 20:00,1,0,2,2.4,7,0,0,0
2157,11/29/2020 21:00,1,1,1,2.3,8,0,0,0
2158,11/29/2020 22:00,1,1,2,2.3,8,0,0,0
2159,11/29/2020 23:00,1,1,2,2.3,8,0,0,0
2160,11/30/2020 0:00,1,1,1,2.4,8,0,0,0
2161,11/30/2020 1:00,1,1,2,2.4,8,0,0,0
2162,11/30/2020 2:00,1,1,2,2.4,8,0,0,0
2163,11/30/2020 3:00,1,1,2,1.7,8,0,0,0
2164,11/30/2020 4:00,1,1,2,1.7,8,0,0,0
2165,11/30/2020 5:00,1,1,2,1.7,8,0,0,0
2166,11/30/2020 6:00,1,0,2,0.8,7,0,0,0
2167,11/30/2020 7:00,1,0,2,0.8,7,0,0,0
2168,11/30/2020 8:00,1,0,2,0.8,7,0,0,0
2169,11/30/2020 9:00,1,0,3,1.6,8,0,0,0
2170,11/30/2020 10:00,1,0,2,1.6,8,0,0,0
2171,11/30/2020 11:00,1,0,2,1.6,8,0,0,0
2172,11/30/2020 12:00,1,0,10,3.2,2,0,0,0
2173,11/30/2020 13:00,1,0,2,3.2,2,0,0,0
2174,11/30/2020 14:00,1,0,2,3.2,2,0,0,0
2175,11/30/2020 15:00,1,0,0,3.6,1,0,0,0
2176,11/30/2020 16:00,1,0,2,3.6,1,0,0,0
2177,11/30/2020 17:00,1,0,2,3.6,1,0,0,0
2178,11/30/2020 18:00,1,0,3,3.4,8,0,0,0
2179,11/30/2020 19:00,1,0,2,3.4,8,0,0,0
2180,11/30/2020 20:00,1,0,2,3.4,8,0,0,0
2181,11/30/2020 21:00,1,1,3,4.3,7,0,0,0
2182,11/30/2020 22:00,1,1,6,4.3,7,0,0,0
2183,11/30/2020 23:00,1,1,6,4.3,7,0,0,0
2184,12/1/2020 0:00,1,1,58,5.9,7,0,0,0
2185,12/1/2020 1:00,1,1,2,5.9,7,0,0,0
2186,12/1/2020 2:00,1,1,6,5.9,7,0,0,0
2187,12/1/2020 3:00,1,1,0,8.5,6,0,0,0
2188,12/1/2020 4:00,1,1,0,8.5,6,0,0,0
2189,12/1/2020 5:00,1,1,0,8.5,6,0,0,0
2190,12/1/2020 6:00,1,0,0,6.4,7,0,0,0
2191,12/1/2020 7:00,1,0,1,6.4,7,0,0,0
2192,12/1/2020 8:00,1,0,1,6.4,7,0,0,0
2193,12/1/2020 9:00,1,0,0,6.9,1,0,0,0
2194,12/1/2020 10:00,1,0,2,6.9,1,0,0,0
2195,12/1/2020 11:00,1,0,2,6.9,1,0,0,0
2196,12/1/2020 12:00,1,0,1,8.1,7,0,0,0
2197,12/1/2020 13:00,1,0,2,8.1,7,0,0,0
2198,12/1/2020 14:00,1,0,2,8.1,7,0,0,0
2199,12/1/2020 15:00,1,0,0,8.4,7,0,0,0
2200,12/1/2020 16:00,1,0,1,8.4,7,0,0,0
2201,12/1/2020 17:00,1,0,1,8.4,7,0,0,0
2202,12/1/2020 18:00,1,0,1,6.9,2,0,0,0
2203,12/1/2020 19:00,1,0,2,6.9,2,0,0,0
2204,12/1/2020 20:00,1,0,2,6.9,2,0,0,0
2205,12/1/2020 21:00,1,0,1,6.8,5,0,0,0
2206,12/1/2020 22:00,1,1,2,6.8,5,0,0,0
2207,12/1/2020 23:00,1,1,2,6.8,5,0,0,0
2208,12/2/2020 0:00,1,1,3,7,7,0,0,0
2209,12/2/2020 1:00,1,1,2,7,7,0,0,0
2210,12/2/2020 2:00,1,1,2,7,7,0,0,0
2211,12/2/2020 3:00,1,1,3,7.1,7,0,0,0
2212,12/2/2020 4:00,1,1,2,7.1,7,0,0,0
2213,12/2/2020 5:00,1,1,2,7.1,7,0,0,0
2214,12/2/2020 6:00,1,1,3,7.1,8,0,0,0
2215,12/2/2020 7:00,1,0,2,7.1,8,0,0,0
2216,12/2/2020 8:00,1,0,2,7.1,8,0,0,0
