,date,conf,ww_mix,pmer,ff,t,u,vv,ww,nbas,pres,raf10,rr1,rr3
871,2020-10-07 07:00:00,0,2.0,101480,4.0,11.200000000000045,91,20000,2,4.0,100400,6.2,0.0,0.0
872,2020-10-07 08:00:00,0,2.0,101480,4.0,11.200000000000045,91,20000,2,4.0,100400,6.2,0.0,0.0
873,2020-10-07 09:00:00,0,3.0,101710,6.0,14.100000000000023,79,20000,3,3.0,100630,9.8,0.0,0.0
874,2020-10-07 10:00:00,0,2.0,101710,6.0,14.100000000000023,79,20000,3,3.0,100630,9.8,0.0,0.0
875,2020-10-07 11:00:00,0,2.0,101710,6.0,14.100000000000023,79,20000,3,3.0,100630,9.8,0.0,0.0
876,2020-10-07 12:00:00,0,1.0,101830,6.0,16.5,60,24680,1,6.0,100760,9.4,0.0,0.0
877,2020-10-07 13:00:00,0,2.0,101830,6.0,16.5,60,24680,1,6.0,100760,9.4,0.0,0.0
878,2020-10-07 14:00:00,0,2.0,101830,6.0,16.5,60,24680,1,6.0,100760,9.4,0.0,0.0
879,2020-10-07 15:00:00,0,1.0,101870,5.7,17.5,57,16060,1,3.0,100800,9.1,0.0,0.0
880,2020-10-07 16:00:00,0,6.0,101870,5.7,17.5,57,16060,1,3.0,100800,9.1,0.0,0.0
881,2020-10-07 17:00:00,0,8.0,101870,5.7,17.5,57,16060,1,3.0,100800,9.1,0.0,0.0
882,2020-10-07 18:00:00,0,80.0,102090,4.0,13.700000000000045,84,25000,80,7.0,101010,6.7,-0.1,-0.1
883,2020-10-07 19:00:00,0,2.0,102090,4.0,13.700000000000045,84,25000,80,7.0,101010,6.7,-0.1,-0.1
884,2020-10-07 20:00:00,0,2.0,102090,4.0,13.700000000000045,84,25000,80,7.0,101010,6.7,-0.1,-0.1
885,2020-10-07 21:00:00,0,2.0,102100,2.0,13.100000000000023,91,25000,2,7.0,101020,2.7,0.0,-0.1
886,2020-10-07 22:00:00,0,2.0,102100,2.0,13.100000000000023,91,25000,2,7.0,101020,2.7,0.0,-0.1
887,2020-10-07 23:00:00,0,2.0,102100,2.0,13.100000000000023,91,25000,2,7.0,101020,2.7,0.0,-0.1
888,2020-10-08 00:00:00,0,3.0,102020,4.4,13.900000000000034,81,20000,3,7.0,100940,7.9,0.0,0.0
889,2020-10-08 01:00:00,0,2.0,102020,4.4,13.900000000000034,81,20000,3,7.0,100940,7.9,0.0,0.0
890,2020-10-08 02:00:00,0,2.0,102020,4.4,13.900000000000034,81,20000,3,7.0,100940,7.9,0.0,0.0
891,2020-10-08 03:00:00,0,2.0,101950,6.2,13.900000000000034,88,20000,2,7.0,100870,9.7,0.0,0.0
892,2020-10-08 04:00:00,0,2.0,101950,6.2,13.900000000000034,88,20000,2,7.0,100870,9.7,0.0,0.0
893,2020-10-08 05:00:00,0,5.0,101950,6.2,13.900000000000034,88,20000,2,7.0,100870,9.7,0.0,0.0
894,2020-10-08 06:00:00,0,20.0,101880,3.7,14.300000000000011,89,20000,20,8.0,100800,7.6,-0.1,-0.1
895,2020-10-08 07:00:00,0,2.0,101880,3.7,14.300000000000011,89,20000,20,8.0,100800,7.6,-0.1,-0.1
896,2020-10-08 08:00:00,0,2.0,101880,3.7,14.300000000000011,89,20000,20,8.0,100800,7.6,-0.1,-0.1
897,2020-10-08 09:00:00,0,1.0,101890,6.6,16.5,79,28480,1,3.0,100820,11.1,0.0,0.0
898,2020-10-08 10:00:00,0,2.0,101890,6.6,16.5,79,28480,1,3.0,100820,11.1,0.0,0.0
899,2020-10-08 11:00:00,0,2.0,101890,6.6,16.5,79,28480,1,3.0,100820,11.1,0.0,0.0
900,2020-10-08 12:00:00,0,0.0,101880,7.0,17.900000000000034,75,13580,0,8.0,100820,12.3,0.0,0.0
901,2020-10-08 13:00:00,0,2.0,101880,7.0,17.900000000000034,75,13580,0,8.0,100820,12.3,0.0,0.0
902,2020-10-08 14:00:00,0,2.0,101880,7.0,17.900000000000034,75,13580,0,8.0,100820,12.3,0.0,0.0
903,2020-10-08 15:00:00,0,1.0,101840,6.3,18.600000000000023,71,25000,1,7.0,100780,9.3,0.0,0.0
904,2020-10-08 16:00:00,0,2.0,101840,6.3,18.600000000000023,71,25000,1,7.0,100780,9.3,0.0,0.0
905,2020-10-08 17:00:00,0,2.0,101840,6.3,18.600000000000023,71,25000,1,7.0,100780,9.3,0.0,0.0
906,2020-10-08 18:00:00,0,1.0,101950,4.3,17.5,72,20000,1,7.0,100880,7.0,0.0,0.0
907,2020-10-08 19:00:00,0,2.0,101950,4.3,17.5,72,20000,1,7.0,100880,7.0,0.0,0.0
908,2020-10-08 20:00:00,0,2.0,101950,4.3,17.5,72,20000,1,7.0,100880,7.0,0.0,0.0
909,2020-10-08 21:00:00,0,1.0,102000,5.5,15.900000000000034,79,20000,1,7.0,100930,9.0,0.0,0.0
910,2020-10-08 22:00:00,0,2.0,102000,5.5,15.900000000000034,79,20000,1,7.0,100930,9.0,0.0,0.0
911,2020-10-08 23:00:00,0,2.0,102000,5.5,15.900000000000034,79,20000,1,7.0,100930,9.0,0.0,0.0
912,2020-10-09 00:00:00,0,3.0,101980,4.4,15.200000000000045,81,20000,3,7.0,100910,6.8,0.0,0.0
913,2020-10-09 01:00:00,0,2.0,101980,4.4,15.200000000000045,81,20000,3,7.0,100910,6.8,0.0,0.0
914,2020-10-09 02:00:00,0,6.0,101980,4.4,15.200000000000045,81,20000,3,7.0,100910,6.8,0.0,0.0
915,2020-10-09 03:00:00,0,21.0,101920,4.5,14.200000000000045,88,26910,21,7.0,100840,7.9,-0.1,0.2
916,2020-10-09 04:00:00,0,6.0,101920,4.5,14.200000000000045,88,26910,21,7.0,100840,7.9,-0.1,0.2
917,2020-10-09 05:00:00,0,6.0,101920,4.5,14.200000000000045,88,26910,21,7.0,100840,7.9,-0.1,0.2
918,2020-10-09 06:00:00,0,62.0,101920,2.9,13.800000000000011,96,2270,62,7.0,100840,4.7,2.6,4.0
919,2020-10-09 07:00:00,0,2.0,101920,2.9,13.800000000000011,96,2270,62,7.0,100840,4.7,2.6,4.0
920,2020-10-09 08:00:00,0,6.0,101920,2.9,13.800000000000011,96,2270,62,7.0,100840,4.7,2.6,4.0
921,2020-10-09 09:00:00,0,21.0,102040,2.9,14.700000000000045,94,25000,21,7.0,100960,4.6,-0.1,1.6
922,2020-10-09 10:00:00,0,2.0,102040,2.9,14.700000000000045,94,25000,21,7.0,100960,4.6,-0.1,1.6
923,2020-10-09 11:00:00,0,2.0,102040,2.9,14.700000000000045,94,25000,21,7.0,100960,4.6,-0.1,1.6
924,2020-10-09 12:00:00,0,0.0,102070,3.8,15.800000000000011,73,48130,0,7.0,101000,5.9,0.0,0.6
925,2020-10-09 13:00:00,0,1.0,102070,3.8,15.800000000000011,73,48130,0,7.0,101000,5.9,0.0,0.6
926,2020-10-09 14:00:00,0,1.0,102070,3.8,15.800000000000011,73,48130,0,7.0,101000,5.9,0.0,0.6
927,2020-10-09 15:00:00,0,3.0,102010,3.6,16.400000000000034,69,47870,3,6.0,100940,5.4,0.0,0.0
928,2020-10-09 16:00:00,0,1.0,102010,3.6,16.400000000000034,69,47870,3,6.0,100940,5.4,0.0,0.0
929,2020-10-09 17:00:00,0,1.0,102010,3.6,16.400000000000034,69,47870,3,6.0,100940,5.4,0.0,0.0
930,2020-10-09 18:00:00,0,3.0,102130,3.0,14.400000000000034,73,30000,3,3.0,101050,4.4,0.0,0.0
931,2020-10-09 19:00:00,0,2.0,102130,3.0,14.400000000000034,73,30000,3,3.0,101050,4.4,0.0,0.0
932,2020-10-09 20:00:00,0,2.0,102130,3.0,14.400000000000034,73,30000,3,3.0,101050,4.4,0.0,0.0
933,2020-10-09 21:00:00,0,3.0,102200,1.4,11.700000000000045,82,30000,3,0.0,101110,2.6,0.0,0.0
934,2020-10-09 22:00:00,0,2.0,102200,1.4,11.700000000000045,82,30000,3,0.0,101110,2.6,0.0,0.0
935,2020-10-09 23:00:00,0,2.0,102200,1.4,11.700000000000045,82,30000,3,0.0,101110,2.6,0.0,0.0
936,2020-10-10 00:00:00,0,2.0,102210,3.1,11.100000000000023,84,30000,2,2.0,101120,5.1,0.0,0.0
937,2020-10-10 01:00:00,0,2.0,102210,3.1,11.100000000000023,84,30000,2,2.0,101120,5.1,0.0,0.0
938,2020-10-10 02:00:00,0,2.0,102210,3.1,11.100000000000023,84,30000,2,2.0,101120,5.1,0.0,0.0
939,2020-10-10 03:00:00,0,1.0,102310,3.4,10.100000000000023,90,30000,1,1.0,101210,5.7,0.0,0.0
940,2020-10-10 04:00:00,0,0.0,102310,3.4,10.100000000000023,90,30000,1,1.0,101210,5.7,0.0,0.0
941,2020-10-10 05:00:00,0,0.0,102310,3.4,10.100000000000023,90,30000,1,1.0,101210,5.7,0.0,0.0
942,2020-10-10 06:00:00,0,3.0,102470,2.8,8.900000000000034,94,23250,3,4.0,101370,4.3,0.0,0.0
943,2020-10-10 07:00:00,0,0.0,102470,2.8,8.900000000000034,94,23250,3,4.0,101370,4.3,0.0,0.0
944,2020-10-10 08:00:00,0,0.0,102470,2.8,8.900000000000034,94,23250,3,4.0,101370,4.3,0.0,0.0
945,2020-10-10 09:00:00,0,1.0,102590,3.5,12.300000000000011,73,30000,1,2.0,101500,6.0,0.0,0.0
946,2020-10-10 10:00:00,0,1.0,102590,3.5,12.300000000000011,73,30000,1,2.0,101500,6.0,0.0,0.0
947,2020-10-10 11:00:00,0,1.0,102590,3.5,12.300000000000011,73,30000,1,2.0,101500,6.0,0.0,0.0
948,2020-10-10 12:00:00,0,3.0,102620,4.6,13.200000000000045,50,25500,3,5.0,101530,8.3,0.0,0.0
949,2020-10-10 13:00:00,0,2.0,102620,4.6,13.200000000000045,50,25500,3,5.0,101530,8.3,0.0,0.0
950,2020-10-10 14:00:00,0,2.0,102620,4.6,13.200000000000045,50,25500,3,5.0,101530,8.3,0.0,0.0
951,2020-10-10 15:00:00,0,3.0,102490,6.6,13.700000000000045,53,25530,3,7.0,101400,9.8,0.0,0.0
952,2020-10-10 16:00:00,0,2.0,102490,6.6,13.700000000000045,53,25530,3,7.0,101400,9.8,0.0,0.0
953,2020-10-10 17:00:00,0,2.0,102490,6.6,13.700000000000045,53,25530,3,7.0,101400,9.8,0.0,0.0
954,2020-10-10 18:00:00,0,0.0,102500,4.1,11.700000000000045,65,52060,0,7.0,101410,6.0,0.0,0.0
955,2020-10-10 19:00:00,0,1.0,102500,4.1,11.700000000000045,65,52060,0,7.0,101410,6.0,0.0,0.0
956,2020-10-10 20:00:00,0,1.0,102500,4.1,11.700000000000045,65,52060,0,7.0,101410,6.0,0.0,0.0
957,2020-10-10 21:00:00,0,3.0,102460,3.8,10.100000000000023,76,39820,3,7.0,101360,6.1,0.0,0.0
958,2020-10-10 22:00:00,0,2.0,102460,3.8,10.100000000000023,76,39820,3,7.0,101360,6.1,0.0,0.0
959,2020-10-10 23:00:00,0,2.0,102460,3.8,10.100000000000023,76,39820,3,7.0,101360,6.1,0.0,0.0
960,2020-10-11 00:00:00,0,3.0,102360,3.5,9.100000000000023,84,30000,3,6.0,101260,5.7,0.0,-0.1
961,2020-10-11 01:00:00,0,2.0,102360,3.5,9.100000000000023,84,30000,3,6.0,101260,5.7,0.0,-0.1
962,2020-10-11 02:00:00,0,6.0,102360,3.5,9.100000000000023,84,30000,3,6.0,101260,5.7,0.0,-0.1
963,2020-10-11 03:00:00,0,21.0,102270,3.9,9.300000000000011,92,27580,21,5.0,101170,6.0,-0.1,0.6
964,2020-10-11 04:00:00,0,2.0,102270,3.9,9.300000000000011,92,27580,21,5.0,101170,6.0,-0.1,0.6
965,2020-10-11 05:00:00,0,2.0,102270,3.9,9.300000000000011,92,27580,21,5.0,101170,6.0,-0.1,0.6
966,2020-10-11 06:00:00,0,3.0,102300,2.1,9.700000000000045,92,26780,3,7.0,101200,3.3,0.0,-0.1
967,2020-10-11 07:00:00,0,1.0,102300,2.1,9.700000000000045,92,26780,3,7.0,101200,3.3,0.0,-0.1
968,2020-10-11 08:00:00,0,1.0,102300,2.1,9.700000000000045,92,26780,3,7.0,101200,3.3,0.0,-0.1
969,2020-10-11 09:00:00,0,3.0,102410,4.6,12.100000000000023,76,30000,3,4.0,101320,7.6,0.0,0.0
970,2020-10-11 10:00:00,0,1.0,102410,4.6,12.100000000000023,76,30000,3,4.0,101320,7.6,0.0,0.0
971,2020-10-11 11:00:00,0,1.0,102410,4.6,12.100000000000023,76,30000,3,4.0,101320,7.6,0.0,0.0
972,2020-10-11 12:00:00,0,1.0,102360,3.0,13.600000000000023,54,30000,1,7.0,101270,5.6,0.0,0.0
973,2020-10-11 13:00:00,0,6.0,102360,3.0,13.600000000000023,54,30000,1,7.0,101270,5.6,0.0,0.0
974,2020-10-11 14:00:00,0,8.0,102360,3.0,13.600000000000023,54,30000,1,7.0,101270,5.6,0.0,0.0
975,2020-10-11 15:00:00,0,25.0,102350,3.0,12.5,76,30000,25,5.0,101260,4.8,0.2,0.4
976,2020-10-11 16:00:00,0,0.0,102350,3.0,12.5,76,30000,25,5.0,101260,4.8,0.2,0.4
977,2020-10-11 17:00:00,0,0.0,102350,3.0,12.5,76,30000,25,5.0,101260,4.8,0.2,0.4
978,2020-10-11 18:00:00,0,1.0,102440,3.8,11.600000000000023,71,25000,1,2.0,101350,6.0,0.0,0.0
979,2020-10-11 19:00:00,0,0.0,102440,3.8,11.600000000000023,71,25000,1,2.0,101350,6.0,0.0,0.0
980,2020-10-11 20:00:00,0,0.0,102440,3.8,11.600000000000023,71,25000,1,2.0,101350,6.0,0.0,0.0
981,2020-10-11 21:00:00,0,3.0,102550,2.2,8.800000000000011,86,25000,3,1.0,101440,3.2,0.0,0.0
982,2020-10-11 22:00:00,0,0.0,102550,2.2,8.800000000000011,86,25000,3,1.0,101440,3.2,0.0,0.0
983,2020-10-11 23:00:00,0,0.0,102550,2.2,8.800000000000011,86,25000,3,1.0,101440,3.2,0.0,0.0
984,2020-10-12 00:00:00,0,1.0,102540,2.6,7.5,92,20000,1,0.0,101430,3.4,0.0,0.0
985,2020-10-12 01:00:00,0,0.0,102540,2.6,7.5,92,20000,1,0.0,101430,3.4,0.0,0.0
986,2020-10-12 02:00:00,0,0.0,102540,2.6,7.5,92,20000,1,0.0,101430,3.4,0.0,0.0
987,2020-10-12 03:00:00,0,0.0,102490,2.0,7.100000000000023,93,11510,0,0.0,101380,2.8,0.0,0.0
988,2020-10-12 04:00:00,0,1.0,102490,2.0,7.100000000000023,93,11510,0,0.0,101380,2.8,0.0,0.0
989,2020-10-12 05:00:00,0,1.0,102490,2.0,7.100000000000023,93,11510,0,0.0,101380,2.8,0.0,0.0
990,2020-10-12 06:00:00,0,3.0,102490,2.4,6.2000000000000455,95,20000,3,5.0,101370,4.1,0.0,0.0
991,2020-10-12 07:00:00,0,2.0,102490,2.4,6.2000000000000455,95,20000,3,5.0,101370,4.1,0.0,0.0
992,2020-10-12 08:00:00,0,2.0,102490,2.4,6.2000000000000455,95,20000,3,5.0,101370,4.1,0.0,0.0
993,2020-10-12 09:00:00,0,2.0,102430,1.6,10.300000000000011,90,20000,2,5.0,101330,2.5,0.0,0.0
994,2020-10-12 10:00:00,0,2.0,102430,1.6,10.300000000000011,90,20000,2,5.0,101330,2.5,0.0,0.0
995,2020-10-12 11:00:00,0,2.0,102430,1.6,10.300000000000011,90,20000,2,5.0,101330,2.5,0.0,0.0
996,2020-10-12 12:00:00,0,2.0,102280,4.2,13.0,64,39840,2,5.0,101190,6.3,0.0,0.0
997,2020-10-12 13:00:00,0,2.0,102280,4.2,13.0,64,39840,2,5.0,101190,6.3,0.0,0.0
998,2020-10-12 14:00:00,0,2.0,102280,4.2,13.0,64,39840,2,5.0,101190,6.3,0.0,0.0
999,2020-10-12 15:00:00,0,2.0,102010,3.5,13.100000000000023,65,30000,2,6.0,100930,5.6,0.0,0.0
1000,2020-10-12 16:00:00,0,2.0,102010,3.5,13.100000000000023,65,30000,2,6.0,100930,5.6,0.0,0.0
1001,2020-10-12 17:00:00,0,2.0,102010,3.5,13.100000000000023,65,30000,2,6.0,100930,5.6,0.0,0.0
1002,2020-10-12 18:00:00,0,1.0,101870,2.6,12.0,71,30000,1,5.0,100780,4.2,0.0,0.0
1003,2020-10-12 19:00:00,0,2.0,101870,2.6,12.0,71,30000,1,5.0,100780,4.2,0.0,0.0
1004,2020-10-12 20:00:00,0,6.0,101870,2.6,12.0,71,30000,1,5.0,100780,4.2,0.0,0.0
1005,2020-10-12 21:00:00,0,21.0,101720,2.5,10.900000000000034,81,30000,21,4.0,100630,4.3,-0.1,-0.1
1006,2020-10-12 22:00:00,0,2.0,101720,2.5,10.900000000000034,81,30000,21,4.0,100630,4.3,-0.1,-0.1
1007,2020-10-12 23:00:00,0,6.0,101720,2.5,10.900000000000034,81,30000,21,4.0,100630,4.3,-0.1,-0.1
1008,2020-10-13 00:00:00,0,60.0,101490,2.5,9.900000000000034,88,8350,60,8.0,100400,4.0,-0.1,0.4
1009,2020-10-13 01:00:00,0,2.0,101490,2.5,9.900000000000034,88,8350,60,8.0,100400,4.0,-0.1,0.4
1010,2020-10-13 02:00:00,0,6.0,101490,2.5,9.900000000000034,88,8350,60,8.0,100400,4.0,-0.1,0.4
1011,2020-10-13 03:00:00,0,60.0,101250,3.3,9.300000000000011,94,7600,60,8.0,100160,4.5,0.2,0.4
1012,2020-10-13 04:00:00,0,6.0,101250,3.3,9.300000000000011,94,7600,60,8.0,100160,4.5,0.2,0.4
1013,2020-10-13 05:00:00,0,6.0,101250,3.3,9.300000000000011,94,7600,60,8.0,100160,4.5,0.2,0.4
1014,2020-10-13 06:00:00,0,58.0,101020,4.4,9.0,97,1820,58,8.0,99930,8.1,0.2,1.0
1015,2020-10-13 07:00:00,0,6.0,101020,4.4,9.0,97,1820,58,8.0,99930,8.1,0.2,1.0
1016,2020-10-13 08:00:00,0,6.0,101020,4.4,9.0,97,1820,58,8.0,99930,8.1,0.2,1.0
1017,2020-10-13 09:00:00,0,58.0,100890,4.2,9.600000000000023,98,3000,58,8.0,99810,6.5,0.8,1.0
1018,2020-10-13 10:00:00,0,2.0,100890,4.2,9.600000000000023,98,3000,58,8.0,99810,6.5,0.8,1.0
1019,2020-10-13 11:00:00,0,2.0,100890,4.2,9.600000000000023,98,3000,58,8.0,99810,6.5,0.8,1.0
1020,2020-10-13 12:00:00,0,1.0,100870,4.1,12.5,79,38520,1,7.0,99800,6.5,0.0,1.0
1021,2020-10-13 13:00:00,0,1.0,100870,4.1,12.5,79,38520,1,7.0,99800,6.5,0.0,1.0
1022,2020-10-13 14:00:00,0,1.0,100870,4.1,12.5,79,38520,1,7.0,99800,6.5,0.0,1.0
1023,2020-10-13 15:00:00,0,1.0,100820,3.5,13.100000000000023,67,25000,1,6.0,99750,5.7,0.0,0.0
1024,2020-10-13 16:00:00,0,6.0,100820,3.5,13.100000000000023,67,25000,1,6.0,99750,5.7,0.0,0.0
1025,2020-10-13 17:00:00,0,8.0,100820,3.5,13.100000000000023,67,25000,1,6.0,99750,5.7,0.0,0.0
1026,2020-10-13 18:00:00,0,25.0,100970,2.4,10.400000000000034,80,49000,25,7.0,99890,4.3,-0.1,-0.1
1027,2020-10-13 19:00:00,0,1.0,100970,2.4,10.400000000000034,80,49000,25,7.0,99890,4.3,-0.1,-0.1
1028,2020-10-13 20:00:00,0,1.0,100970,2.4,10.400000000000034,80,49000,25,7.0,99890,4.3,-0.1,-0.1
1029,2020-10-13 21:00:00,0,1.0,101070,1.4,8.700000000000045,90,25000,1,4.0,99980,1.9,0.0,0.0
1030,2020-10-13 22:00:00,0,0.0,101070,1.4,8.700000000000045,90,25000,1,4.0,99980,1.9,0.0,0.0
1031,2020-10-13 23:00:00,0,0.0,101070,1.4,8.700000000000045,90,25000,1,4.0,99980,1.9,0.0,0.0
1032,2020-10-14 00:00:00,0,3.0,101150,2.7,6.800000000000011,96,25000,3,1.0,100050,3.2,0.0,0.0
1033,2020-10-14 01:00:00,0,2.0,101150,2.7,6.800000000000011,96,25000,3,1.0,100050,3.2,0.0,0.0
1034,2020-10-14 02:00:00,0,2.0,101150,2.7,6.800000000000011,96,25000,3,1.0,100050,3.2,0.0,0.0
1035,2020-10-14 03:00:00,0,10.0,101190,2.9,8.0,98,3500,10,8.0,100100,5.5,0.0,0.0
1036,2020-10-14 04:00:00,0,2.0,101190,2.9,8.0,98,3500,10,8.0,100100,5.5,0.0,0.0
1037,2020-10-14 05:00:00,0,2.0,101190,2.9,8.0,98,3500,10,8.0,100100,5.5,0.0,0.0
1038,2020-10-14 06:00:00,0,51.0,101320,4.5,8.700000000000045,92,12930,51,8.0,100230,6.5,-0.1,-0.1
1039,2020-10-14 07:00:00,0,2.0,101320,4.5,8.700000000000045,92,12930,51,8.0,100230,6.5,-0.1,-0.1
1040,2020-10-14 08:00:00,0,6.0,101320,4.5,8.700000000000045,92,12930,51,8.0,100230,6.5,-0.1,-0.1
1041,2020-10-14 09:00:00,0,0.0,101490,4.6,9.600000000000023,90,6940,0,7.0,100400,7.1,-0.1,0.4
1042,2020-10-14 10:00:00,0,2.0,101490,4.6,9.600000000000023,90,6940,0,7.0,100400,7.1,-0.1,0.4
1043,2020-10-14 11:00:00,0,2.0,101490,4.6,9.600000000000023,90,6940,0,7.0,100400,7.1,-0.1,0.4
1044,2020-10-14 12:00:00,0,1.0,101570,6.3,11.5,66,11270,1,1.0,100480,9.4,0.0,0.0
1045,2020-10-14 13:00:00,0,6.0,101570,6.3,11.5,66,11270,1,1.0,100480,9.4,0.0,0.0
1046,2020-10-14 14:00:00,0,8.0,101570,6.3,11.5,66,11270,1,1.0,100480,9.4,0.0,0.0
1047,2020-10-14 15:00:00,0,0.0,101520,7.3,13.5,58,31640,0,2.0,100440,10.8,-0.1,-0.1
1048,2020-10-14 16:00:00,0,2.0,101520,7.3,13.5,58,31640,0,2.0,100440,10.8,-0.1,-0.1
1049,2020-10-14 17:00:00,0,2.0,101520,7.3,13.5,58,31640,0,2.0,100440,10.8,-0.1,-0.1
1050,2020-10-14 18:00:00,0,0.0,101690,5.5,10.900000000000034,74,17840,0,2.0,100600,9.0,0.0,0.4
1051,2020-10-14 19:00:00,0,2.0,101690,5.5,10.900000000000034,74,17840,0,2.0,100600,9.0,0.0,0.4
1052,2020-10-14 20:00:00,0,2.0,101690,5.5,10.900000000000034,74,17840,0,2.0,100600,9.0,0.0,0.4
1053,2020-10-14 21:00:00,0,1.0,101750,5.3,9.800000000000011,82,15000,1,2.0,100660,9.2,0.0,0.0
1054,2020-10-14 22:00:00,0,2.0,101750,5.3,9.800000000000011,82,15000,1,2.0,100660,9.2,0.0,0.0
1055,2020-10-14 23:00:00,0,2.0,101750,5.3,9.800000000000011,82,15000,1,2.0,100660,9.2,0.0,0.0
1056,2020-10-15 00:00:00,0,3.0,101780,4.5,9.300000000000011,84,15000,3,4.0,100680,6.6,0.0,0.0
1057,2020-10-15 01:00:00,0,2.0,101780,4.5,9.300000000000011,84,15000,3,4.0,100680,6.6,0.0,0.0
1058,2020-10-15 02:00:00,0,2.0,101780,4.5,9.300000000000011,84,15000,3,4.0,100680,6.6,0.0,0.0
1059,2020-10-15 03:00:00,0,3.0,101790,4.3,8.400000000000034,84,21390,3,3.0,100690,5.8,0.0,0.0
1060,2020-10-15 04:00:00,0,2.0,101790,4.3,8.400000000000034,84,21390,3,3.0,100690,5.8,0.0,0.0
1061,2020-10-15 05:00:00,0,2.0,101790,4.3,8.400000000000034,84,21390,3,3.0,100690,5.8,0.0,0.0
1062,2020-10-15 06:00:00,0,2.0,101880,4.1,7.800000000000011,87,15000,2,5.0,100780,6.3,0.0,0.0
1063,2020-10-15 07:00:00,0,2.0,101880,4.1,7.800000000000011,87,15000,2,5.0,100780,6.3,0.0,0.0
1064,2020-10-15 08:00:00,0,2.0,101880,4.1,7.800000000000011,87,15000,2,5.0,100780,6.3,0.0,0.0
1065,2020-10-15 09:00:00,0,0.0,101970,4.9,9.100000000000023,82,11320,0,8.0,100870,7.0,0.0,0.0
1066,2020-10-15 10:00:00,0,2.0,101970,4.9,9.100000000000023,82,11320,0,8.0,100870,7.0,0.0,0.0
1067,2020-10-15 11:00:00,0,2.0,101970,4.9,9.100000000000023,82,11320,0,8.0,100870,7.0,0.0,0.0
1068,2020-10-15 12:00:00,0,0.0,101910,6.2,12.200000000000045,65,27570,0,7.0,100820,9.3,0.0,0.0
1069,2020-10-15 13:00:00,0,2.0,101910,6.2,12.200000000000045,65,27570,0,7.0,100820,9.3,0.0,0.0
1070,2020-10-15 14:00:00,0,2.0,101910,6.2,12.200000000000045,65,27570,0,7.0,100820,9.3,0.0,0.0
1071,2020-10-15 15:00:00,0,0.0,101940,5.9,12.200000000000045,61,39500,0,8.0,100850,9.3,0.0,0.0
1072,2020-10-15 16:00:00,0,2.0,101940,5.9,12.200000000000045,61,39500,0,8.0,100850,9.3,0.0,0.0
1073,2020-10-15 17:00:00,0,2.0,101940,5.9,12.200000000000045,61,39500,0,8.0,100850,9.3,0.0,0.0
1074,2020-10-15 18:00:00,0,2.0,102030,5.7,10.800000000000011,66,25000,2,7.0,100940,8.6,0.0,0.0
1075,2020-10-15 19:00:00,0,2.0,102030,5.7,10.800000000000011,66,25000,2,7.0,100940,8.6,0.0,0.0
1076,2020-10-15 20:00:00,0,2.0,102030,5.7,10.800000000000011,66,25000,2,7.0,100940,8.6,0.0,0.0
1077,2020-10-15 21:00:00,0,3.0,102110,4.6,9.600000000000023,70,25000,3,7.0,101010,7.7,0.0,0.0
1078,2020-10-15 22:00:00,0,2.0,102110,4.6,9.600000000000023,70,25000,3,7.0,101010,7.7,0.0,0.0
1079,2020-10-15 23:00:00,0,2.0,102110,4.6,9.600000000000023,70,25000,3,7.0,101010,7.7,0.0,0.0
1080,2020-10-16 00:00:00,0,3.0,102140,3.6,9.700000000000045,74,25000,3,7.0,101040,5.2,0.0,0.0
1081,2020-10-16 01:00:00,0,2.0,102140,3.6,9.700000000000045,74,25000,3,7.0,101040,5.2,0.0,0.0
1082,2020-10-16 02:00:00,0,2.0,102140,3.6,9.700000000000045,74,25000,3,7.0,101040,5.2,0.0,0.0
1083,2020-10-16 03:00:00,0,2.0,102120,3.1,9.200000000000045,81,18420,2,8.0,101020,4.6,0.0,0.0
1084,2020-10-16 04:00:00,0,2.0,102120,3.1,9.200000000000045,81,18420,2,8.0,101020,4.6,0.0,0.0
1085,2020-10-16 05:00:00,0,2.0,102120,3.1,9.200000000000045,81,18420,2,8.0,101020,4.6,0.0,0.0
1086,2020-10-16 06:00:00,0,3.0,102160,4.0,8.800000000000011,88,10000,3,8.0,101060,6.0,0.0,0.0
1087,2020-10-16 07:00:00,0,2.0,102160,4.0,8.800000000000011,88,10000,3,8.0,101060,6.0,0.0,0.0
1088,2020-10-16 08:00:00,0,2.0,102160,4.0,8.800000000000011,88,10000,3,8.0,101060,6.0,0.0,0.0
1089,2020-10-16 09:00:00,0,1.0,102220,4.8,9.900000000000034,81,8830,1,7.0,101120,6.6,0.0,0.0
1090,2020-10-16 10:00:00,0,1.0,102220,4.8,9.900000000000034,81,8830,1,7.0,101120,6.6,0.0,0.0
1091,2020-10-16 11:00:00,0,1.0,102220,4.8,9.900000000000034,81,8830,1,7.0,101120,6.6,0.0,0.0
1092,2020-10-16 12:00:00,0,1.0,102180,5.4,12.300000000000011,67,20000,1,5.0,101090,8.9,0.0,0.0
1093,2020-10-16 13:00:00,0,2.0,102180,5.4,12.300000000000011,67,20000,1,5.0,101090,8.9,0.0,0.0
1094,2020-10-16 14:00:00,0,2.0,102180,5.4,12.300000000000011,67,20000,1,5.0,101090,8.9,0.0,0.0
